Frequence = 10 Ghz;
N = 8784;
1.
1   X = 20 mm; Y = 21 mm; Amplitude = 0.000265054; Faza = 159.284 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
6229   X = 1245 mm; Y = 20 mm; Amplitude = 0.00057436; Faza = 156.056 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6230   X = 1245 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6231   X = 1245 mm; Y = 20 mm; Amplitude = 0.000300235; Faza = -72.9026 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6232   X = 1247 mm; Y = 20 mm; Amplitude = 0.000599223; Faza = 134.129 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6233   X = 1247 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6234   X = 1247 mm; Y = 20 mm; Amplitude = 0.000301777; Faza = -94.7017 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6235   X = 1249 mm; Y = 20 mm; Amplitude = 0.000615757; Faza = 112.481 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6236   X = 1249 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6237   X = 1249 mm; Y = 20 mm; Amplitude = 0.000303026; Faza = -116.714 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6238   X = 1251 mm; Y = 20 mm; Amplitude = 0.00062403; Faza = 90.5762 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6239   X = 1251 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6240   X = 1251 mm; Y = 20 mm; Amplitude = 0.000304707; Faza = -138.844 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6241   X = 1253 mm; Y = 20 mm; Amplitude = 0.000628147; Faza = 68.0274 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6242   X = 1253 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6243   X = 1253 mm; Y = 20 mm; Amplitude = 0.00030707; Faza = -160.929 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6244   X = 1255 mm; Y = 20 mm; Amplitude = 0.00063463; Faza = 44.8107 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6245   X = 1255 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6246   X = 1255 mm; Y = 20 mm; Amplitude = 0.000309747; Faza = -182.812 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6247   X = 1257 mm; Y = 20 mm; Amplitude = 0.000648851; Faza = 21.3597 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6248   X = 1257 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6249   X = 1257 mm; Y = 20 mm; Amplitude = 0.000311897; Faza = -204.419 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6250   X = 1259 mm; Y = 20 mm; Amplitude = 0.000671451; Faza = -1.66319 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6251   X = 1259 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6252   X = 1259 mm; Y = 20 mm; Amplitude = 0.000312552; Faza = -225.781 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6253   X = 1261 mm; Y = 20 mm; Amplitude = 0.000697479; Faza = -23.7899 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6254   X = 1261 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6255   X = 1261 mm; Y = 20 mm; Amplitude = 0.000310975; Faza = -247.021 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6256   X = 1263 mm; Y = 20 mm; Amplitude = 0.000719088; Faza = -45.0137 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6257   X = 1263 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6258   X = 1263 mm; Y = 20 mm; Amplitude = 0.000306981; Faza = -268.333 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6259   X = 1265 mm; Y = 20 mm; Amplitude = 0.000729609; Faza = -65.7365 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6260   X = 1265 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6261   X = 1265 mm; Y = 20 mm; Amplitude = 0.000300998; Faza = 70.0881 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6262   X = 1267 mm; Y = 20 mm; Amplitude = 0.000726787; Faza = -86.571 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6263   X = 1267 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6264   X = 1267 mm; Y = 20 mm; Amplitude = 0.000294058; Faza = 48.0986 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6265   X = 1269 mm; Y = 20 mm; Amplitude = 0.000714108; Faza = -108.122 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6266   X = 1269 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6267   X = 1269 mm; Y = 20 mm; Amplitude = 0.000287522; Faza = 25.6837 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6268   X = 1271 mm; Y = 20 mm; Amplitude = 0.000699907; Faza = -130.723 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6269   X = 1271 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6270   X = 1271 mm; Y = 20 mm; Amplitude = 0.000282545; Faza = 3.00126 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6271   X = 1273 mm; Y = 20 mm; Amplitude = 0.0006937; Faza = -154.171 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6272   X = 1273 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6273   X = 1273 mm; Y = 20 mm; Amplitude = 0.000279524; Faza = -19.6449 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6274   X = 1275 mm; Y = 20 mm; Amplitude = 0.000700659; Faza = -177.704 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6275   X = 1275 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6276   X = 1275 mm; Y = 20 mm; Amplitude = 0.000277755; Faza = -41.9246 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6277   X = 1277 mm; Y = 20 mm; Amplitude = 0.000717888; Faza = 159.548 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6278   X = 1277 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6279   X = 1277 mm; Y = 20 mm; Amplitude = 0.000275619; Faza = -63.6523 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6280   X = 1279 mm; Y = 20 mm; Amplitude = 0.000735989; Faza = 137.992 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6281   X = 1279 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6282   X = 1279 mm; Y = 20 mm; Amplitude = 0.000271221; Faza = -84.8806 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6283   X = 1281 mm; Y = 20 mm; Amplitude = 0.000744513; Faza = 117.418 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6284   X = 1281 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6285   X = 1281 mm; Y = 20 mm; Amplitude = 0.000263164; Faza = -105.897 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6286   X = 1283 mm; Y = 20 mm; Amplitude = 0.000736973; Faza = 97.1986 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6287   X = 1283 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6288   X = 1283 mm; Y = 20 mm; Amplitude = 0.000251228; Faza = -127.164 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6289   X = 1285 mm; Y = 20 mm; Amplitude = 0.000713544; Faza = 76.5459 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6290   X = 1285 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6291   X = 1285 mm; Y = 20 mm; Amplitude = 0.000236664; Faza = -149.193 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6292   X = 1287 mm; Y = 20 mm; Amplitude = 0.00068128; Faza = 54.7614 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6293   X = 1287 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6294   X = 1287 mm; Y = 20 mm; Amplitude = 0.000221972; Faza = -172.36 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6295   X = 1289 mm; Y = 20 mm; Amplitude = 0.000651682; Faza = 31.5596 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6296   X = 1289 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6297   X = 1289 mm; Y = 20 mm; Amplitude = 0.000210006; Faza = -196.615 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6298   X = 1291 mm; Y = 20 mm; Amplitude = 0.000635156; Faza = 7.41317 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6299   X = 1291 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6300   X = 1291 mm; Y = 20 mm; Amplitude = 0.000202444; Faza = -221.308 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6301   X = 1293 mm; Y = 20 mm; Amplitude = 0.000634464; Faza = -16.5562 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6302   X = 1293 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6303   X = 1293 mm; Y = 20 mm; Amplitude = 0.000198548; Faza = -245.491 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6304   X = 1295 mm; Y = 20 mm; Amplitude = 0.000642503; Faza = -39.3464 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6305   X = 1295 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6306   X = 1295 mm; Y = 20 mm; Amplitude = 0.00019541; Faza = -268.543 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6307   X = 1297 mm; Y = 20 mm; Amplitude = 0.000647185; Faza = -60.7226 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6308   X = 1297 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6309   X = 1297 mm; Y = 20 mm; Amplitude = 0.000189604; Faza = 69.4517 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6310   X = 1299 mm; Y = 20 mm; Amplitude = 0.000638348; Faza = -81.1872 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6311   X = 1299 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6312   X = 1299 mm; Y = 20 mm; Amplitude = 0.000178903; Faza = 47.7802 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6313   X = 1301 mm; Y = 20 mm; Amplitude = 0.000612203; Faza = -101.632 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6314   X = 1301 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6315   X = 1301 mm; Y = 20 mm; Amplitude = 0.000163332; Faza = 25.3045 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6316   X = 1303 mm; Y = 20 mm; Amplitude = 0.000572571; Faza = -123.051 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6317   X = 1303 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6318   X = 1303 mm; Y = 20 mm; Amplitude = 0.000145446; Faza = 0.650712 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6319   X = 1305 mm; Y = 20 mm; Amplitude = 0.000529642; Faza = -146.234 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6320   X = 1305 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6321   X = 1305 mm; Y = 20 mm; Amplitude = 0.000129917; Faza = -27.2365 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6322   X = 1307 mm; Y = 20 mm; Amplitude = 0.000495828; Faza = -171.256 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6323   X = 1307 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6324   X = 1307 mm; Y = 20 mm; Amplitude = 0.000121488; Faza = -57.7725 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6325   X = 1309 mm; Y = 20 mm; Amplitude = 0.000478746; Faza = 162.934 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6326   X = 1309 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6327   X = 1309 mm; Y = 20 mm; Amplitude = 0.000121275; Faza = -88.2164 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6328   X = 1311 mm; Y = 20 mm; Amplitude = 0.000475416; Faza = 137.924 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6329   X = 1311 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6330   X = 1311 mm; Y = 20 mm; Amplitude = 0.000125363; Faza = -116.199 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6331   X = 1313 mm; Y = 20 mm; Amplitude = 0.000474673; Faza = 114.561 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6332   X = 1313 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6333   X = 1313 mm; Y = 20 mm; Amplitude = 0.000128395; Faza = -141.812 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6334   X = 1315 mm; Y = 20 mm; Amplitude = 0.000465061; Faza = 92.4898 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6335   X = 1315 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6336   X = 1315 mm; Y = 20 mm; Amplitude = 0.000127307; Faza = -166.735 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6337   X = 1317 mm; Y = 20 mm; Amplitude = 0.000441063; Faza = 70.5923 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6338   X = 1317 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6339   X = 1317 mm; Y = 20 mm; Amplitude = 0.000122689; Faza = -192.98 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6340   X = 1319 mm; Y = 20 mm; Amplitude = 0.000405205; Faza = 47.4379 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6341   X = 1319 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6342   X = 1319 mm; Y = 20 mm; Amplitude = 0.000118597; Faza = -221.951 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6343   X = 1321 mm; Y = 20 mm; Amplitude = 0; Faza = 21.7167 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6344   X = 1321 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6345   X = 1321 mm; Y = 20 mm; Amplitude = 0; Faza = -252.96 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6346   X = 1323 mm; Y = 20 mm; Amplitude = 0; Faza = -6.8321 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6347   X = 1323 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6348   X = 1323 mm; Y = 20 mm; Amplitude = 0; Faza = 76.956 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6349   X = 1325 mm; Y = 20 mm; Amplitude = 0; Faza = -36.4352 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6350   X = 1325 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6351   X = 1325 mm; Y = 20 mm; Amplitude = 0; Faza = 50.0434 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6352   X = 1327 mm; Y = 20 mm; Amplitude = 0.00034312; Faza = -64.5054 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6353   X = 1327 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6354   X = 1327 mm; Y = 20 mm; Amplitude = 0.000162668; Faza = 26.0927 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6355   X = 1329 mm; Y = 20 mm; Amplitude = 0.000354589; Faza = -90.1481 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6356   X = 1329 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6357   X = 1329 mm; Y = 20 mm; Amplitude = 0.000175071; Faza = 3.68917 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6358   X = 1331 mm; Y = 20 mm; Amplitude = 0.000357962; Faza = -114.372 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6359   X = 1331 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6360   X = 1331 mm; Y = 20 mm; Amplitude = 0.000182702; Faza = -18.6233 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6361   X = 1333 mm; Y = 20 mm; Amplitude = 0.000350361; Faza = -138.894 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6362   X = 1333 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6363   X = 1333 mm; Y = 20 mm; Amplitude = 0.0001874; Faza = -41.8516 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6364   X = 1335 mm; Y = 20 mm; Amplitude = 0.000337721; Faza = -165.282 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6365   X = 1335 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6366   X = 1335 mm; Y = 20 mm; Amplitude = 0.000192958; Faza = -66.2119 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6367   X = 1337 mm; Y = 20 mm; Amplitude = 0.000332163; Faza = 166.005 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6368   X = 1337 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6369   X = 1337 mm; Y = 20 mm; Amplitude = 0.000202829; Faza = -90.9383 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6370   X = 1339 mm; Y = 20 mm; Amplitude = 0.000344171; Faza = 136.531 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6371   X = 1339 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6372   X = 1339 mm; Y = 20 mm; Amplitude = 0.000217654; Faza = -114.812 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6373   X = 1341 mm; Y = 20 mm; Amplitude = 0.000373651; Faza = 108.807 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6374   X = 1341 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6375   X = 1341 mm; Y = 20 mm; Amplitude = 0.00023476; Faza = -137.106 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6376   X = 1343 mm; Y = 20 mm; Amplitude = 0.000410334; Faza = 83.8915 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6377   X = 1343 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6378   X = 1343 mm; Y = 20 mm; Amplitude = 0.000249942; Faza = -157.96 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6379   X = 1345 mm; Y = 20 mm; Amplitude = 0.000442365; Faza = 61.135 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6380   X = 1345 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6381   X = 1345 mm; Y = 20 mm; Amplitude = 0.000259835; Faza = -178.063 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6382   X = 1347 mm; Y = 20 mm; Amplitude = 0.000462632; Faza = 39.2499 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6383   X = 1347 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6384   X = 1347 mm; Y = 20 mm; Amplitude = 0.000263341; Faza = -198.288 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6385   X = 1349 mm; Y = 20 mm; Amplitude = 0.000470804; Faza = 17.0253 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6386   X = 1349 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6387   X = 1349 mm; Y = 20 mm; Amplitude = 0.000262139; Faza = -219.401 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6388   X = 1351 mm; Y = 20 mm; Amplitude = 0.000472861; Faza = -6.35699 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6389   X = 1351 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6390   X = 1351 mm; Y = 20 mm; Amplitude = 0.000260171; Faza = -241.776 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6391   X = 1353 mm; Y = 20 mm; Amplitude = 0.000478353; Faza = -30.9875 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6392   X = 1353 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6393   X = 1353 mm; Y = 20 mm; Amplitude = 0.00026185; Faza = -265.084 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6394   X = 1355 mm; Y = 20 mm; Amplitude = 0.000495101; Faza = -56.0702 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6395   X = 1355 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6396   X = 1355 mm; Y = 20 mm; Amplitude = 0.000269427; Faza = 71.6577 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6397   X = 1357 mm; Y = 20 mm; Amplitude = 0.000524187; Faza = -80.4101 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6398   X = 1357 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6399   X = 1357 mm; Y = 20 mm; Amplitude = 0.000281362; Faza = 49.4583 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6400   X = 1359 mm; Y = 20 mm; Amplitude = 0.000559459; Faza = -103.287 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6401   X = 1359 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6402   X = 1359 mm; Y = 20 mm; Amplitude = 0.000293279; Faza = 28.6913 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6403   X = 1361 mm; Y = 20 mm; Amplitude = 0.000591872; Faza = -124.766 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6404   X = 1361 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6405   X = 1361 mm; Y = 20 mm; Amplitude = 0.000300532; Faza = 9.04491 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6406   X = 1363 mm; Y = 20 mm; Amplitude = 0.000614161; Faza = -145.418 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6407   X = 1363 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6408   X = 1363 mm; Y = 20 mm; Amplitude = 0.000300234; Faza = -10.1957 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6409   X = 1365 mm; Y = 20 mm; Amplitude = 0.000623437; Faza = -165.958 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
6410   X = 1365 mm; Y = 20 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
6411   X = 1365 mm; Y = 20 mm; Amplitude = 0.00029232; Faza = -29.8664 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
6412   X = 1367 mm; Y = 20 mm; Amplitude = 0.000621737; Faza = 172.975 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
