Frequence = 10 Ghz;
N = 9084;
1.
1   X = 20 mm; Y = 21 mm; Amplitude = 0.000450778; Faza = -151.902 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
7465   X = 905 mm; Y = 1084 mm; Amplitude = 0.000346881; Faza = -86.4579 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7466   X = 905 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7467   X = 905 mm; Y = 1084 mm; Amplitude = 0.000107944; Faza = -73.5136 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7468   X = 907 mm; Y = 1084 mm; Amplitude = 0; Faza = -90.7766 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7469   X = 907 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7470   X = 907 mm; Y = 1084 mm; Amplitude = 0; Faza = 5.39286 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7471   X = 909 mm; Y = 1084 mm; Amplitude = 1.67284e-005; Faza = -38.0382 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7472   X = 909 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7473   X = 909 mm; Y = 1084 mm; Amplitude = 0.000178142; Faza = 38.4498 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7474   X = 911 mm; Y = 1084 mm; Amplitude = 0.000187009; Faza = 68.2926 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7475   X = 911 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7476   X = 911 mm; Y = 1084 mm; Amplitude = 0.000301193; Faza = 41.1569 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7477   X = 913 mm; Y = 1084 mm; Amplitude = 0.000376142; Faza = 64.9295 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7478   X = 913 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7479   X = 913 mm; Y = 1084 mm; Amplitude = 0.000414926; Faza = 39.0057 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7480   X = 915 mm; Y = 1084 mm; Amplitude = 0.000544302; Faza = 60.0056 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7481   X = 915 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7482   X = 915 mm; Y = 1084 mm; Amplitude = 0.000508139; Faza = 35.4936 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7483   X = 917 mm; Y = 1084 mm; Amplitude = 0.000676296; Faza = 54.6197 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7484   X = 917 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7485   X = 917 mm; Y = 1084 mm; Amplitude = 0.000572353; Faza = 31.5274 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7486   X = 919 mm; Y = 1084 mm; Amplitude = 0.000760712; Faza = 48.8764 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7487   X = 919 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7488   X = 919 mm; Y = 1084 mm; Amplitude = 0.000601714; Faza = 27.4419 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7489   X = 921 mm; Y = 1084 mm; Amplitude = 0.000791358; Faza = 42.6902 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7490   X = 921 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7491   X = 921 mm; Y = 1084 mm; Amplitude = 0.000593579; Faza = 23.4097 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7492   X = 923 mm; Y = 1084 mm; Amplitude = 0.000768084; Faza = 35.8763 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7493   X = 923 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7494   X = 923 mm; Y = 1084 mm; Amplitude = 0.000548886; Faza = 19.5846 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7495   X = 925 mm; Y = 1084 mm; Amplitude = 0.000696754; Faza = 28.1364 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7496   X = 925 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7497   X = 925 mm; Y = 1084 mm; Amplitude = 0.000472116; Faza = 16.2208 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7498   X = 927 mm; Y = 1084 mm; Amplitude = 0.000588362; Faza = 18.9806 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7499   X = 927 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7500   X = 927 mm; Y = 1084 mm; Amplitude = 0.000370912; Faza = 13.9169 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7501   X = 929 mm; Y = 1084 mm; Amplitude = 0.000457459; Faza = 7.51365 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7502   X = 929 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7503   X = 929 mm; Y = 1084 mm; Amplitude = 0.000255763; Faza = 14.4743 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7504   X = 931 mm; Y = 1084 mm; Amplitude = 0.000320477; Faza = -8.23525 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7505   X = 931 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7506   X = 931 mm; Y = 1084 mm; Amplitude = 0.000142596; Faza = 25.4222 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7507   X = 933 mm; Y = 1084 mm; Amplitude = 0; Faza = -33.9302 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7508   X = 933 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7509   X = 933 mm; Y = 1084 mm; Amplitude = 0; Faza = 78.7554 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7510   X = 935 mm; Y = 1084 mm; Amplitude = 0; Faza = -86.0238 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7511   X = 935 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7512   X = 935 mm; Y = 1084 mm; Amplitude = 0; Faza = -238.616 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7513   X = 937 mm; Y = 1084 mm; Amplitude = 0.000150766; Faza = -148.834 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7514   X = 937 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7515   X = 937 mm; Y = 1084 mm; Amplitude = 0.000238527; Faza = -232.627 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7516   X = 939 mm; Y = 1084 mm; Amplitude = 0.000235412; Faza = 176.382 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7517   X = 939 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7518   X = 939 mm; Y = 1084 mm; Amplitude = 0.000318575; Faza = -235.541 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7519   X = 941 mm; Y = 1084 mm; Amplitude = 0.000333225; Faza = 154.082 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7520   X = 941 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7521   X = 941 mm; Y = 1084 mm; Amplitude = 0.000384935; Faza = -241.484 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7522   X = 943 mm; Y = 1084 mm; Amplitude = 0.000436631; Faza = 137.049 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7523   X = 943 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7524   X = 943 mm; Y = 1084 mm; Amplitude = 0.000437785; Faza = -248.648 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7525   X = 945 mm; Y = 1084 mm; Amplitude = 0.000540052; Faza = 123.372 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7526   X = 945 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7527   X = 945 mm; Y = 1084 mm; Amplitude = 0.000477638; Faza = -256.101 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7528   X = 947 mm; Y = 1084 mm; Amplitude = 0.000634064; Faza = 112.27 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7529   X = 947 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7530   X = 947 mm; Y = 1084 mm; Amplitude = 0.000503869; Faza = -263.193 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7531   X = 949 mm; Y = 1084 mm; Amplitude = 0.00070682; Faza = 103.216 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7532   X = 949 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7533   X = 949 mm; Y = 1084 mm; Amplitude = 0.000514514; Faza = -269.432 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7534   X = 951 mm; Y = 1084 mm; Amplitude = 0.000746905; Faza = 95.8103 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7535   X = 951 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7536   X = 951 mm; Y = 1084 mm; Amplitude = 0.000507073; Faza = 85.5791 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7537   X = 953 mm; Y = 1084 mm; Amplitude = 0.000745868; Faza = 89.776 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7538   X = 953 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7539   X = 953 mm; Y = 1084 mm; Amplitude = 0.00047981; Faza = 82.2355 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7540   X = 955 mm; Y = 1084 mm; Amplitude = 0.000699942; Faza = 84.9845 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7541   X = 955 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7542   X = 955 mm; Y = 1084 mm; Amplitude = 0.000433126; Faza = 81.0892 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7543   X = 957 mm; Y = 1084 mm; Amplitude = 0.000610859; Faza = 81.5261 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7544   X = 957 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7545   X = 957 mm; Y = 1084 mm; Amplitude = 0.000370914; Faza = 83.1359 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7546   X = 959 mm; Y = 1084 mm; Amplitude = 0.000485938; Faza = 79.9486 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7547   X = 959 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7548   X = 959 mm; Y = 1084 mm; Amplitude = 0.000302331; Faza = -269.695 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7549   X = 961 mm; Y = 1084 mm; Amplitude = 0.000338185; Faza = 82.1964 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7550   X = 961 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7551   X = 961 mm; Y = 1084 mm; Amplitude = 0.000244899; Faza = -254.366 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7552   X = 963 mm; Y = 1084 mm; Amplitude = 0.000191093; Faza = 96.5666 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7553   X = 963 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7554   X = 963 mm; Y = 1084 mm; Amplitude = 0.000224528; Faza = -230.726 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7555   X = 965 mm; Y = 1084 mm; Amplitude = 0.000124465; Faza = 152.368 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7556   X = 965 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7557   X = 965 mm; Y = 1084 mm; Amplitude = 0.000252797; Faza = -208.38 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7558   X = 967 mm; Y = 1084 mm; Amplitude = 0.000214849; Faza = -166.763 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7559   X = 967 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7560   X = 967 mm; Y = 1084 mm; Amplitude = 0.000309303; Faza = -194.506 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7561   X = 969 mm; Y = 1084 mm; Amplitude = 0.00033152; Faza = -158.252 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7562   X = 969 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7563   X = 969 mm; Y = 1084 mm; Amplitude = 0.000369987; Faza = -187.305 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7564   X = 971 mm; Y = 1084 mm; Amplitude = 0.0004281; Faza = -158.095 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7565   X = 971 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7566   X = 971 mm; Y = 1084 mm; Amplitude = 0.000421628; Faza = -183.945 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7567   X = 973 mm; Y = 1084 mm; Amplitude = 0.000496564; Faza = -161.103 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7568   X = 973 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7569   X = 973 mm; Y = 1084 mm; Amplitude = 0.000458673; Faza = -182.816 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7570   X = 975 mm; Y = 1084 mm; Amplitude = 0.00053776; Faza = -165.896 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7571   X = 975 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7572   X = 975 mm; Y = 1084 mm; Amplitude = 0.000480004; Faza = -183.125 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7573   X = 977 mm; Y = 1084 mm; Amplitude = 0.000556811; Faza = -171.942 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7574   X = 977 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7575   X = 977 mm; Y = 1084 mm; Amplitude = 0.000487215; Faza = -184.47 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7576   X = 979 mm; Y = 1084 mm; Amplitude = 0.000560789; Faza = -178.868 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7577   X = 979 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7578   X = 979 mm; Y = 1084 mm; Amplitude = 0.000483448; Faza = -186.622 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7579   X = 981 mm; Y = 1084 mm; Amplitude = 0.000556488; Faza = 173.77 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7580   X = 981 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7581   X = 981 mm; Y = 1084 mm; Amplitude = 0.000472413; Faza = -189.395 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7582   X = 983 mm; Y = 1084 mm; Amplitude = 0.000548527; Faza = 166.539 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7583   X = 983 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7584   X = 983 mm; Y = 1084 mm; Amplitude = 0.000457505; Faza = -192.561 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7585   X = 985 mm; Y = 1084 mm; Amplitude = 0.000538438; Faza = 160.052 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7586   X = 985 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7587   X = 985 mm; Y = 1084 mm; Amplitude = 0.000441093; Faza = -195.812 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7588   X = 987 mm; Y = 1084 mm; Amplitude = 0.000525091; Faza = 154.826 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7589   X = 987 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7590   X = 987 mm; Y = 1084 mm; Amplitude = 0.000424133; Faza = -198.755 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7591   X = 989 mm; Y = 1084 mm; Amplitude = 0.000506071; Faza = 151.221 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7592   X = 989 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7593   X = 989 mm; Y = 1084 mm; Amplitude = 0.000406237; Faza = -200.939 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7594   X = 991 mm; Y = 1084 mm; Amplitude = 0.00047918; Faza = 149.471 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7595   X = 991 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7596   X = 991 mm; Y = 1084 mm; Amplitude = 0.000386255; Faza = -201.874 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7597   X = 993 mm; Y = 1084 mm; Amplitude = 0.000443512; Faza = 149.81 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7598   X = 993 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7599   X = 993 mm; Y = 1084 mm; Amplitude = 0.000363266; Faza = -201.013 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7600   X = 995 mm; Y = 1084 mm; Amplitude = 0.000400149; Faza = 152.635 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7601   X = 995 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7602   X = 995 mm; Y = 1084 mm; Amplitude = 0.000337845; Faza = -197.694 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7603   X = 997 mm; Y = 1084 mm; Amplitude = 0.000352963; Faza = 158.69 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7604   X = 997 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7605   X = 997 mm; Y = 1084 mm; Amplitude = 0.000313476; Faza = -191.16 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7606   X = 999 mm; Y = 1084 mm; Amplitude = 0.000309931; Faza = 169.087 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7607   X = 999 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7608   X = 999 mm; Y = 1084 mm; Amplitude = 0.000297549; Faza = -180.979 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7609   X = 1001 mm; Y = 1084 mm; Amplitude = 0.000284199; Faza = -175.598 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7610   X = 1001 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7611   X = 1001 mm; Y = 1084 mm; Amplitude = 0.000299946; Faza = -168.122 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7612   X = 1003 mm; Y = 1084 mm; Amplitude = 0.000289981; Faza = -157.768 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7613   X = 1003 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7614   X = 1003 mm; Y = 1084 mm; Amplitude = 0.000327175; Faza = -155.451 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7615   X = 1005 mm; Y = 1084 mm; Amplitude = 0.000330781; Faza = -142.582 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7616   X = 1005 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7617   X = 1005 mm; Y = 1084 mm; Amplitude = 0.000377042; Faza = -145.715 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7618   X = 1007 mm; Y = 1084 mm; Amplitude = 0.000396648; Faza = -132.815 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7619   X = 1007 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7620   X = 1007 mm; Y = 1084 mm; Amplitude = 0.000441029; Faza = -139.715 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7621   X = 1009 mm; Y = 1084 mm; Amplitude = 0.000474621; Faza = -127.931 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7622   X = 1009 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7623   X = 1009 mm; Y = 1084 mm; Amplitude = 0.000509677; Faza = -136.926 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7624   X = 1011 mm; Y = 1084 mm; Amplitude = 0.000554798; Faza = -126.584 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7625   X = 1011 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7626   X = 1011 mm; Y = 1084 mm; Amplitude = 0.000575183; Faza = -136.566 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7627   X = 1013 mm; Y = 1084 mm; Amplitude = 0.000630429; Faza = -127.712 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7628   X = 1013 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7629   X = 1013 mm; Y = 1084 mm; Amplitude = 0.000631839; Faza = -137.998 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7630   X = 1015 mm; Y = 1084 mm; Amplitude = 0.000696867; Faza = -130.611 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7631   X = 1015 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7632   X = 1015 mm; Y = 1084 mm; Amplitude = 0.000675833; Faza = -140.757 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7633   X = 1017 mm; Y = 1084 mm; Amplitude = 0.000750789; Faza = -134.807 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7634   X = 1017 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7635   X = 1017 mm; Y = 1084 mm; Amplitude = 0.000704934; Faza = -144.497 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7636   X = 1019 mm; Y = 1084 mm; Amplitude = 0.000789727; Faza = -139.964 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7637   X = 1019 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7638   X = 1019 mm; Y = 1084 mm; Amplitude = 0.000718126; Faza = -148.937 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7639   X = 1021 mm; Y = 1084 mm; Amplitude = 0.000811817; Faza = -145.832 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7640   X = 1021 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7641   X = 1021 mm; Y = 1084 mm; Amplitude = 0.000715261; Faza = -153.819 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7642   X = 1023 mm; Y = 1084 mm; Amplitude = 0.000815736; Faza = -152.211 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7643   X = 1023 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7644   X = 1023 mm; Y = 1084 mm; Amplitude = 0.00069677; Faza = -158.881 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
7645   X = 1025 mm; Y = 1084 mm; Amplitude = 0.000800763; Faza = -158.929 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
7646   X = 1025 mm; Y = 1084 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
7647   X = 1025 mm; Y = 1084 mm; Amplitude = 0.000663509; Faza = -163.834 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
