Frequence = 0.6 Ghz;
N = 12378;
1.
1   X = 200 mm; Y = 210 mm; Amplitude = 0.00146745; Faza = 55.0035 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
9678   X = 2530 mm; Y = 21120 mm; Amplitude = 0.000620119; Faza = -62.5124 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9679   X = 2550 mm; Y = 21120 mm; Amplitude = 0.00065985; Faza = -46.9879 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9680   X = 2550 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9681   X = 2550 mm; Y = 21120 mm; Amplitude = 0.000571518; Faza = -53.264 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9682   X = 2570 mm; Y = 21120 mm; Amplitude = 0.000607286; Faza = -36.4611 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9683   X = 2570 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9684   X = 2570 mm; Y = 21120 mm; Amplitude = 0.000532141; Faza = -42.2551 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9685   X = 2590 mm; Y = 21120 mm; Amplitude = 0.000570629; Faza = -24.0804 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9686   X = 2590 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9687   X = 2590 mm; Y = 21120 mm; Amplitude = 0.000507991; Faza = -29.6764 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9688   X = 2610 mm; Y = 21120 mm; Amplitude = 0.000556433; Faza = -10.4319 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9689   X = 2610 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9690   X = 2610 mm; Y = 21120 mm; Amplitude = 0.000503584; Faza = -16.2706 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9691   X = 2630 mm; Y = 21120 mm; Amplitude = 0.000567678; Faza = 3.31369 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9692   X = 2630 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9693   X = 2630 mm; Y = 21120 mm; Amplitude = 0.000519978; Faza = -3.16035 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9694   X = 2650 mm; Y = 21120 mm; Amplitude = 0.000602183; Faza = 15.938 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9695   X = 2650 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9696   X = 2650 mm; Y = 21120 mm; Amplitude = 0.00055426; Faza = 8.68322 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9697   X = 2670 mm; Y = 21120 mm; Amplitude = 0.00065385; Faza = 26.7632 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9698   X = 2670 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9699   X = 2670 mm; Y = 21120 mm; Amplitude = 0.000601029; Faza = 18.8208 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9700   X = 2690 mm; Y = 21120 mm; Amplitude = 0.000715385; Faza = 35.7236 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9701   X = 2690 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9702   X = 2690 mm; Y = 21120 mm; Amplitude = 0.0006544; Faza = 27.2891 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9703   X = 2710 mm; Y = 21120 mm; Amplitude = 0.000780193; Faza = 43.088 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9704   X = 2710 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9705   X = 2710 mm; Y = 21120 mm; Amplitude = 0.000709204; Faza = 34.357 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9706   X = 2730 mm; Y = 21120 mm; Amplitude = 0.000843008; Faza = 49.2109 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9707   X = 2730 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9708   X = 2730 mm; Y = 21120 mm; Amplitude = 0.000761323; Faza = 40.3415 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9709   X = 2750 mm; Y = 21120 mm; Amplitude = 0.000899846; Faza = 54.417 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9710   X = 2750 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9711   X = 2750 mm; Y = 21120 mm; Amplitude = 0.000807642; Faza = 45.5285 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9712   X = 2770 mm; Y = 21120 mm; Amplitude = 0.000947791; Faza = 58.9712 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9713   X = 2770 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9714   X = 2770 mm; Y = 21120 mm; Amplitude = 0.000845886; Faza = 50.154 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9715   X = 2790 mm; Y = 21120 mm; Amplitude = 0.000984786; Faza = 63.0842 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9716   X = 2790 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9717   X = 2790 mm; Y = 21120 mm; Amplitude = 0.000874483; Faza = 54.4091 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9718   X = 2810 mm; Y = 21120 mm; Amplitude = 0.0010095; Faza = 66.9258 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9719   X = 2810 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9720   X = 2810 mm; Y = 21120 mm; Amplitude = 0.000892468; Faza = 58.452 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9721   X = 2830 mm; Y = 21120 mm; Amplitude = 0.00102124; Faza = 70.6393 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9722   X = 2830 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9723   X = 2830 mm; Y = 21120 mm; Amplitude = 0.000899419; Faza = 62.4198 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9724   X = 2850 mm; Y = 21120 mm; Amplitude = 0.00101989; Faza = 74.3531 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9725   X = 2850 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9726   X = 2850 mm; Y = 21120 mm; Amplitude = 0.000895424; Faza = 66.4382 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9727   X = 2870 mm; Y = 21120 mm; Amplitude = 0.00100588; Faza = 78.1906 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9728   X = 2870 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9729   X = 2870 mm; Y = 21120 mm; Amplitude = 0.000881068; Faza = 70.6306 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9730   X = 2890 mm; Y = 21120 mm; Amplitude = 0.00098022; Faza = 82.2789 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9731   X = 2890 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9732   X = 2890 mm; Y = 21120 mm; Amplitude = 0.000857417; Faza = 75.1241 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9733   X = 2910 mm; Y = 21120 mm; Amplitude = 0.000944451; Faza = 86.7559 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9734   X = 2910 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9735   X = 2910 mm; Y = 21120 mm; Amplitude = 0.000826044; Faza = 80.0554 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9736   X = 2930 mm; Y = 21120 mm; Amplitude = 0.000900716; Faza = 91.7757 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9737   X = 2930 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9738   X = 2930 mm; Y = 21120 mm; Amplitude = 0.000789034; Faza = 85.5716 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9739   X = 2950 mm; Y = 21120 mm; Amplitude = 0.000851784; Faza = 97.5092 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9740   X = 2950 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9741   X = 2950 mm; Y = 21120 mm; Amplitude = 0.000749005; Faza = -268.175 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9742   X = 2970 mm; Y = 21120 mm; Amplitude = 0.000801081; Faza = 104.135 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9743   X = 2970 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9744   X = 2970 mm; Y = 21120 mm; Amplitude = 0.000709077; Faza = -261.043 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9745   X = 2990 mm; Y = 21120 mm; Amplitude = 0.000752674; Faza = 111.812 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9746   X = 2990 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9747   X = 2990 mm; Y = 21120 mm; Amplitude = 0.000672779; Faza = -252.944 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9748   X = 3010 mm; Y = 21120 mm; Amplitude = 0.000711093; Faza = 120.617 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9749   X = 3010 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9750   X = 3010 mm; Y = 21120 mm; Amplitude = 0.000643765; Faza = -243.894 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9751   X = 3030 mm; Y = 21120 mm; Amplitude = 0.000680855; Faza = 130.463 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9752   X = 3030 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9753   X = 3030 mm; Y = 21120 mm; Amplitude = 0.000625291; Faza = -234.082 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9754   X = 3050 mm; Y = 21120 mm; Amplitude = 0.000665604; Faza = 141.022 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9755   X = 3050 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9756   X = 3050 mm; Y = 21120 mm; Amplitude = 0.000619503; Faza = -223.881 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9757   X = 3070 mm; Y = 21120 mm; Amplitude = 0.000667086; Faza = 151.754 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9758   X = 3070 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9759   X = 3070 mm; Y = 21120 mm; Amplitude = 0.000626836; Faza = -213.774 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9760   X = 3090 mm; Y = 21120 mm; Amplitude = 0.000684532; Faza = 162.064 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9761   X = 3090 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9762   X = 3090 mm; Y = 21120 mm; Amplitude = 0.000645878; Faza = -204.21 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9763   X = 3110 mm; Y = 21120 mm; Amplitude = 0.000714944; Faza = 171.501 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9764   X = 3110 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9765   X = 3110 mm; Y = 21120 mm; Amplitude = 0.000673814; Faza = -195.482 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9766   X = 3130 mm; Y = 21120 mm; Amplitude = 0.000754049; Faza = 179.86 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9767   X = 3130 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9768   X = 3130 mm; Y = 21120 mm; Amplitude = 0.000707173; Faza = -187.694 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9769   X = 3150 mm; Y = 21120 mm; Amplitude = 0.000797324; Faza = -172.857 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9770   X = 3150 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9771   X = 3150 mm; Y = 21120 mm; Amplitude = 0.000742478; Faza = -180.808 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9772   X = 3170 mm; Y = 21120 mm; Amplitude = 0.000840671; Faza = -166.52 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9773   X = 3170 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9774   X = 3170 mm; Y = 21120 mm; Amplitude = 0.000776644; Faza = -174.701 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9775   X = 3190 mm; Y = 21120 mm; Amplitude = 0.000880686; Faza = -160.953 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9776   X = 3190 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9777   X = 3190 mm; Y = 21120 mm; Amplitude = 0.000807146; Faza = -169.22 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9778   X = 3210 mm; Y = 21120 mm; Amplitude = 0.000914735; Faza = -155.975 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9779   X = 3210 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9780   X = 3210 mm; Y = 21120 mm; Amplitude = 0.000832052; Faza = -164.212 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9781   X = 3230 mm; Y = 21120 mm; Amplitude = 0.000940888; Faza = -151.418 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9782   X = 3230 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9783   X = 3230 mm; Y = 21120 mm; Amplitude = 0.000850005; Faza = -159.529 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9784   X = 3250 mm; Y = 21120 mm; Amplitude = 0.00095788; Faza = -147.134 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9785   X = 3250 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9786   X = 3250 mm; Y = 21120 mm; Amplitude = 0.000860175; Faza = -155.039 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9787   X = 3270 mm; Y = 21120 mm; Amplitude = 0.000965034; Faza = -142.987 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9788   X = 3270 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9789   X = 3270 mm; Y = 21120 mm; Amplitude = 0.000862241; Faza = -150.617 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9790   X = 3290 mm; Y = 21120 mm; Amplitude = 0.000962232; Faza = -138.853 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9791   X = 3290 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9792   X = 3290 mm; Y = 21120 mm; Amplitude = 0.000856342; Faza = -146.146 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9793   X = 3310 mm; Y = 21120 mm; Amplitude = 0.000949876; Faza = -134.612 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9794   X = 3310 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9795   X = 3310 mm; Y = 21120 mm; Amplitude = 0.000843072; Faza = -141.514 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9796   X = 3330 mm; Y = 21120 mm; Amplitude = 0.000928881; Faza = -130.147 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9797   X = 3330 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9798   X = 3330 mm; Y = 21120 mm; Amplitude = 0.000823456; Faza = -136.608 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9799   X = 3350 mm; Y = 21120 mm; Amplitude = 0.000900653; Faza = -125.337 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9800   X = 3350 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9801   X = 3350 mm; Y = 21120 mm; Amplitude = 0.000798933; Faza = -131.321 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9802   X = 3370 mm; Y = 21120 mm; Amplitude = 0.000867092; Faza = -120.059 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9803   X = 3370 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9804   X = 3370 mm; Y = 21120 mm; Amplitude = 0.000771331; Faza = -125.55 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9805   X = 3390 mm; Y = 21120 mm; Amplitude = 0.000830553; Faza = -114.199 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9806   X = 3390 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9807   X = 3390 mm; Y = 21120 mm; Amplitude = 0.00074281; Faza = -119.212 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9808   X = 3410 mm; Y = 21120 mm; Amplitude = 0.000793801; Faza = -107.657 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9809   X = 3410 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9810   X = 3410 mm; Y = 21120 mm; Amplitude = 0.000715741; Faza = -112.257 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9811   X = 3430 mm; Y = 21120 mm; Amplitude = 0.000759864; Faza = -100.381 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9812   X = 3430 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9813   X = 3430 mm; Y = 21120 mm; Amplitude = 0.000692539; Faza = -104.699 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9814   X = 3450 mm; Y = 21120 mm; Amplitude = 0.000731789; Faza = -92.3957 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9815   X = 3450 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9816   X = 3450 mm; Y = 21120 mm; Amplitude = 0.000675375; Faza = -96.6323 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9817   X = 3470 mm; Y = 21120 mm; Amplitude = 0.000712231; Faza = -83.8382 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9818   X = 3470 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9819   X = 3470 mm; Y = 21120 mm; Amplitude = 0.000665842; Faza = -88.2403 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9820   X = 3490 mm; Y = 21120 mm; Amplitude = 0.00070297; Faza = -74.9614 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9821   X = 3490 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9822   X = 3490 mm; Y = 21120 mm; Amplitude = 0.00066463; Faza = -79.7744 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9823   X = 3510 mm; Y = 21120 mm; Amplitude = 0.000704496; Faza = -66.0941 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9824   X = 3510 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9825   X = 3510 mm; Y = 21120 mm; Amplitude = 0.000671376; Faza = -71.5018 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9826   X = 3530 mm; Y = 21120 mm; Amplitude = 0.000715874; Faza = -57.5624 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9827   X = 3530 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9828   X = 3530 mm; Y = 21120 mm; Amplitude = 0.000684756; Faza = -63.6465 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9829   X = 3550 mm; Y = 21120 mm; Amplitude = 0.000734984; Faza = -49.6118 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9830   X = 3550 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9831   X = 3550 mm; Y = 21120 mm; Amplitude = 0.000702764; Faza = -56.3506 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9832   X = 3570 mm; Y = 21120 mm; Amplitude = 0.000758999; Faza = -42.3701 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9833   X = 3570 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9834   X = 3570 mm; Y = 21120 mm; Amplitude = 0.000723081; Faza = -49.6673 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9835   X = 3590 mm; Y = 21120 mm; Amplitude = 0.000784897; Faza = -35.8555 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9836   X = 3590 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9837   X = 3590 mm; Y = 21120 mm; Amplitude = 0.00074338; Faza = -43.5759 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9838   X = 3610 mm; Y = 21120 mm; Amplitude = 0.000809834; Faza = -30.0096 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9839   X = 3610 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9840   X = 3610 mm; Y = 21120 mm; Amplitude = 0.000761564; Faza = -38.0077 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9841   X = 3630 mm; Y = 21120 mm; Amplitude = 0.000831375; Faza = -24.7308 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9842   X = 3630 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9843   X = 3630 mm; Y = 21120 mm; Amplitude = 0.000775896; Faza = -32.8679 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9844   X = 3650 mm; Y = 21120 mm; Amplitude = 0.000847592; Faza = -19.8998 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9845   X = 3650 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9846   X = 3650 mm; Y = 21120 mm; Amplitude = 0.000785053; Faza = -28.0496 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9847   X = 3670 mm; Y = 21120 mm; Amplitude = 0.000857084; Faza = -15.3929 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9848   X = 3670 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9849   X = 3670 mm; Y = 21120 mm; Amplitude = 0.000788147; Faza = -23.4423 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9850   X = 3690 mm; Y = 21120 mm; Amplitude = 0.000858984; Faza = -11.0877 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9851   X = 3690 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9852   X = 3690 mm; Y = 21120 mm; Amplitude = 0.000784724; Faza = -18.9346 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9853   X = 3710 mm; Y = 21120 mm; Amplitude = 0.000852926; Faza = -6.86407 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9854   X = 3710 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9855   X = 3710 mm; Y = 21120 mm; Amplitude = 0.00077476; Faza = -14.4142 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
9856   X = 3730 mm; Y = 21120 mm; Amplitude = 0.000839043; Faza = -2.60223 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
9857   X = 3730 mm; Y = 21120 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
9858   X = 3730 mm; Y = 21120 mm; Amplitude = 0.000758654; Faza = -9.76725 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
