Frequence = 0.6 Ghz;
N = 12378;
1.
1   X = 200 mm; Y = 210 mm; Amplitude = 0.00286564; Faza = -42.1737 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
9043   X = 18650 mm; Y = 200 mm; Amplitude = 4.66917e-006; Faza = -4.88199 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9044   X = 18650 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9045   X = 18650 mm; Y = 200 mm; Amplitude = 3.50589e-006; Faza = -210.073 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9046   X = 18670 mm; Y = 200 mm; Amplitude = 4.79133e-006; Faza = -9.61709 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9047   X = 18670 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9048   X = 18670 mm; Y = 200 mm; Amplitude = 3.5227e-006; Faza = -214.328 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9049   X = 18690 mm; Y = 200 mm; Amplitude = 4.86104e-006; Faza = -14.5975 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9050   X = 18690 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9051   X = 18690 mm; Y = 200 mm; Amplitude = 3.50192e-006; Faza = -218.802 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9052   X = 18710 mm; Y = 200 mm; Amplitude = 4.8804e-006; Faza = -19.8468 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9053   X = 18710 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9054   X = 18710 mm; Y = 200 mm; Amplitude = 3.44729e-006; Faza = -223.58 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9055   X = 18730 mm; Y = 200 mm; Amplitude = 4.85179e-006; Faza = -25.3976 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9056   X = 18730 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9057   X = 18730 mm; Y = 200 mm; Amplitude = 3.3599e-006; Faza = -228.673 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9058   X = 18750 mm; Y = 200 mm; Amplitude = 4.77871e-006; Faza = -31.2915 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9059   X = 18750 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9060   X = 18750 mm; Y = 200 mm; Amplitude = 3.24308e-006; Faza = -234.139 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9061   X = 18770 mm; Y = 200 mm; Amplitude = 4.66745e-006; Faza = -37.5654 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9062   X = 18770 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9063   X = 18770 mm; Y = 200 mm; Amplitude = 3.10049e-006; Faza = -240.044 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9064   X = 18790 mm; Y = 200 mm; Amplitude = 4.52382e-006; Faza = -44.2755 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9065   X = 18790 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9066   X = 18790 mm; Y = 200 mm; Amplitude = 2.93788e-006; Faza = -246.487 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9067   X = 18810 mm; Y = 200 mm; Amplitude = 4.35465e-006; Faza = -51.4844 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9068   X = 18810 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9069   X = 18810 mm; Y = 200 mm; Amplitude = 2.76352e-006; Faza = -253.6 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9070   X = 18830 mm; Y = 200 mm; Amplitude = 4.16851e-006; Faza = -59.2512 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9071   X = 18830 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9072   X = 18830 mm; Y = 200 mm; Amplitude = 2.58332e-006; Faza = -261.5 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9073   X = 18850 mm; Y = 200 mm; Amplitude = 3.97391e-006; Faza = -67.6583 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9074   X = 18850 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9075   X = 18850 mm; Y = 200 mm; Amplitude = 2.4067e-006; Faza = 89.6648 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9076   X = 18870 mm; Y = 200 mm; Amplitude = 3.78083e-006; Faza = -76.7702 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9077   X = 18870 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9078   X = 18870 mm; Y = 200 mm; Amplitude = 2.24131e-006; Faza = 79.7614 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9079   X = 18890 mm; Y = 200 mm; Amplitude = 3.60019e-006; Faza = -86.6205 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9080   X = 18890 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9081   X = 18890 mm; Y = 200 mm; Amplitude = 2.09946e-006; Faza = 68.7021 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9082   X = 18910 mm; Y = 200 mm; Amplitude = 3.44277e-006; Faza = -97.2363 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9083   X = 18910 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9084   X = 18910 mm; Y = 200 mm; Amplitude = 1.99563e-006; Faza = 56.5769 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9085   X = 18930 mm; Y = 200 mm; Amplitude = 3.31932e-006; Faza = -108.567 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9086   X = 18930 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9087   X = 18930 mm; Y = 200 mm; Amplitude = 1.93535e-006; Faza = 43.594 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9088   X = 18950 mm; Y = 200 mm; Amplitude = 3.23895e-006; Faza = -120.444 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9089   X = 18950 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9090   X = 18950 mm; Y = 200 mm; Amplitude = 1.92671e-006; Faza = 30.2684 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9091   X = 18970 mm; Y = 200 mm; Amplitude = 3.20912e-006; Faza = -132.667 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9092   X = 18970 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9093   X = 18970 mm; Y = 200 mm; Amplitude = 1.96995e-006; Faza = 17.1671 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9094   X = 18990 mm; Y = 200 mm; Amplitude = 3.23251e-006; Faza = -144.924 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9095   X = 18990 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9096   X = 18990 mm; Y = 200 mm; Amplitude = 2.06048e-006; Faza = 4.83596 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9097   X = 19010 mm; Y = 200 mm; Amplitude = 3.3085e-006; Faza = -156.921 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9098   X = 19010 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9099   X = 19010 mm; Y = 200 mm; Amplitude = 2.18896e-006; Faza = -6.43584 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9100   X = 19030 mm; Y = 200 mm; Amplitude = 3.43303e-006; Faza = -168.408 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9101   X = 19030 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9102   X = 19030 mm; Y = 200 mm; Amplitude = 2.34617e-006; Faza = -16.6311 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9103   X = 19050 mm; Y = 200 mm; Amplitude = 3.59673e-006; Faza = -179.209 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9104   X = 19050 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9105   X = 19050 mm; Y = 200 mm; Amplitude = 2.52307e-006; Faza = -25.7818 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9106   X = 19070 mm; Y = 200 mm; Amplitude = 3.79183e-006; Faza = 170.742 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9107   X = 19070 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9108   X = 19070 mm; Y = 200 mm; Amplitude = 2.71023e-006; Faza = -33.9153 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9109   X = 19090 mm; Y = 200 mm; Amplitude = 4.01084e-006; Faza = 161.46 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9110   X = 19090 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9111   X = 19090 mm; Y = 200 mm; Amplitude = 2.90005e-006; Faza = -41.1665 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9112   X = 19110 mm; Y = 200 mm; Amplitude = 4.24512e-006; Faza = 152.909 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9113   X = 19110 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9114   X = 19110 mm; Y = 200 mm; Amplitude = 3.09166e-006; Faza = -47.7853 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9115   X = 19130 mm; Y = 200 mm; Amplitude = 4.48607e-006; Faza = 145.034 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9116   X = 19130 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9117   X = 19130 mm; Y = 200 mm; Amplitude = 3.28069e-006; Faza = -53.8385 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9118   X = 19150 mm; Y = 200 mm; Amplitude = 4.72701e-006; Faza = 137.769 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9119   X = 19150 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9120   X = 19150 mm; Y = 200 mm; Amplitude = 3.46233e-006; Faza = -59.3845 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9121   X = 19170 mm; Y = 200 mm; Amplitude = 4.96219e-006; Faza = 131.058 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9122   X = 19170 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9123   X = 19170 mm; Y = 200 mm; Amplitude = 3.63236e-006; Faza = -64.4704 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9124   X = 19190 mm; Y = 200 mm; Amplitude = 5.18674e-006; Faza = 124.854 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9125   X = 19190 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9126   X = 19190 mm; Y = 200 mm; Amplitude = 3.79495e-006; Faza = -69.2067 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9127   X = 19210 mm; Y = 200 mm; Amplitude = 5.39425e-006; Faza = 119.08 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9128   X = 19210 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9129   X = 19210 mm; Y = 200 mm; Amplitude = 3.9497e-006; Faza = -73.6365 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9130   X = 19230 mm; Y = 200 mm; Amplitude = 5.58108e-006; Faza = 113.701 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9131   X = 19230 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9132   X = 19230 mm; Y = 200 mm; Amplitude = 4.08302e-006; Faza = -77.7308 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9133   X = 19250 mm; Y = 200 mm; Amplitude = 5.7451e-006; Faza = 108.7 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9134   X = 19250 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9135   X = 19250 mm; Y = 200 mm; Amplitude = 4.2026e-006; Faza = -81.5598 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9136   X = 19270 mm; Y = 200 mm; Amplitude = 5.88273e-006; Faza = 104.032 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9137   X = 19270 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9138   X = 19270 mm; Y = 200 mm; Amplitude = 4.31031e-006; Faza = -85.1607 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9139   X = 19290 mm; Y = 200 mm; Amplitude = 5.99134e-006; Faza = 99.6468 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9140   X = 19290 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9141   X = 19290 mm; Y = 200 mm; Amplitude = 4.39795e-006; Faza = -88.5438 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9142   X = 19310 mm; Y = 200 mm; Amplitude = 6.06989e-006; Faza = 95.5433 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9143   X = 19310 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9144   X = 19310 mm; Y = 200 mm; Amplitude = 4.46656e-006; Faza = -91.733 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9145   X = 19330 mm; Y = 200 mm; Amplitude = 6.11727e-006; Faza = 91.6858 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9146   X = 19330 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9147   X = 19330 mm; Y = 200 mm; Amplitude = 4.51524e-006; Faza = -94.7561 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9148   X = 19350 mm; Y = 200 mm; Amplitude = 6.13321e-006; Faza = 88.056 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9149   X = 19350 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9150   X = 19350 mm; Y = 200 mm; Amplitude = 4.5457e-006; Faza = -97.6314 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9151   X = 19370 mm; Y = 200 mm; Amplitude = 6.11761e-006; Faza = 84.6214 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9152   X = 19370 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9153   X = 19370 mm; Y = 200 mm; Amplitude = 4.55792e-006; Faza = -100.382 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9154   X = 19390 mm; Y = 200 mm; Amplitude = 6.07116e-006; Faza = 81.3591 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9155   X = 19390 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9156   X = 19390 mm; Y = 200 mm; Amplitude = 4.54908e-006; Faza = -103.033 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9157   X = 19410 mm; Y = 200 mm; Amplitude = 5.99461e-006; Faza = 78.2645 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9158   X = 19410 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9159   X = 19410 mm; Y = 200 mm; Amplitude = 4.51833e-006; Faza = -105.607 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9160   X = 19430 mm; Y = 200 mm; Amplitude = 5.88921e-006; Faza = 75.2986 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9161   X = 19430 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9162   X = 19430 mm; Y = 200 mm; Amplitude = 4.46598e-006; Faza = -108.125 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9163   X = 19450 mm; Y = 200 mm; Amplitude = 5.75612e-006; Faza = 72.4555 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9164   X = 19450 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9165   X = 19450 mm; Y = 200 mm; Amplitude = 4.39398e-006; Faza = -110.603 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9166   X = 19470 mm; Y = 200 mm; Amplitude = 5.5976e-006; Faza = 69.6719 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9167   X = 19470 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9168   X = 19470 mm; Y = 200 mm; Amplitude = 4.29826e-006; Faza = -113.086 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9169   X = 19490 mm; Y = 200 mm; Amplitude = 5.41373e-006; Faza = 66.9658 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9170   X = 19490 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9171   X = 19490 mm; Y = 200 mm; Amplitude = 4.1817e-006; Faza = -115.58 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9172   X = 19510 mm; Y = 200 mm; Amplitude = 5.20737e-006; Faza = 64.2749 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9173   X = 19510 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9174   X = 19510 mm; Y = 200 mm; Amplitude = 4.04738e-006; Faza = -118.105 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9175   X = 19530 mm; Y = 200 mm; Amplitude = 4.98015e-006; Faza = 61.5498 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9176   X = 19530 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9177   X = 19530 mm; Y = 200 mm; Amplitude = 3.8882e-006; Faza = -120.743 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9178   X = 19550 mm; Y = 200 mm; Amplitude = 4.7321e-006; Faza = 58.79 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9179   X = 19550 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9180   X = 19550 mm; Y = 200 mm; Amplitude = 3.70953e-006; Faza = -123.494 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9181   X = 19570 mm; Y = 200 mm; Amplitude = 4.46708e-006; Faza = 55.8903 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9182   X = 19570 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9183   X = 19570 mm; Y = 200 mm; Amplitude = 3.51404e-006; Faza = -126.407 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9184   X = 19590 mm; Y = 200 mm; Amplitude = 4.1849e-006; Faza = 52.8262 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9185   X = 19590 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9186   X = 19590 mm; Y = 200 mm; Amplitude = 3.29823e-006; Faza = -129.587 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9187   X = 19610 mm; Y = 200 mm; Amplitude = 3.88867e-006; Faza = 49.4906 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9188   X = 19610 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9189   X = 19610 mm; Y = 200 mm; Amplitude = 3.06856e-006; Faza = -133.073 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9190   X = 19630 mm; Y = 200 mm; Amplitude = 3.58059e-006; Faza = 45.7825 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9191   X = 19630 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9192   X = 19630 mm; Y = 200 mm; Amplitude = 2.82757e-006; Faza = -136.978 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9193   X = 19650 mm; Y = 200 mm; Amplitude = 3.26553e-006; Faza = 41.5218 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9194   X = 19650 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9195   X = 19650 mm; Y = 200 mm; Amplitude = 2.57797e-006; Faza = -141.475 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9196   X = 19670 mm; Y = 200 mm; Amplitude = 2.94711e-006; Faza = 36.5124 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9197   X = 19670 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9198   X = 19670 mm; Y = 200 mm; Amplitude = 2.3216e-006; Faza = -146.884 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9199   X = 19690 mm; Y = 200 mm; Amplitude = 2.63106e-006; Faza = 30.4868 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9200   X = 19690 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9201   X = 19690 mm; Y = 200 mm; Amplitude = 2.07082e-006; Faza = -153.349 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9202   X = 19710 mm; Y = 200 mm; Amplitude = 2.33244e-006; Faza = 22.9657 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9203   X = 19710 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9204   X = 19710 mm; Y = 200 mm; Amplitude = 1.83613e-006; Faza = -161.223 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9205   X = 19730 mm; Y = 200 mm; Amplitude = 2.06223e-006; Faza = 13.4983 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9206   X = 19730 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9207   X = 19730 mm; Y = 200 mm; Amplitude = 1.62533e-006; Faza = -171.449 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9208   X = 19750 mm; Y = 200 mm; Amplitude = 1.84263e-006; Faza = 1.60198 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9209   X = 19750 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9210   X = 19750 mm; Y = 200 mm; Amplitude = 1.46274e-006; Faza = -183.916 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9211   X = 19770 mm; Y = 200 mm; Amplitude = 1.70484e-006; Faza = -12.7825 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9212   X = 19770 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9213   X = 19770 mm; Y = 200 mm; Amplitude = 1.36814e-006; Faza = -198.425 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9214   X = 19790 mm; Y = 200 mm; Amplitude = 1.67348e-006; Faza = -28.64 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9215   X = 19790 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9216   X = 19790 mm; Y = 200 mm; Amplitude = 1.36067e-006; Faza = -214.223 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9217   X = 19810 mm; Y = 200 mm; Amplitude = 1.75556e-006; Faza = -44.0473 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9218   X = 19810 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9219   X = 19810 mm; Y = 200 mm; Amplitude = 1.44469e-006; Faza = -229.281 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
9220   X = 19830 mm; Y = 200 mm; Amplitude = 1.93393e-006; Faza = -57.4026 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; 1.
9221   X = 19830 mm; Y = 200 mm; Amplitude = 0; Faza = 0 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; cos(f)
9222   X = 19830 mm; Y = 200 mm; Amplitude = 1.60091e-006; Faza = -241.947 degree; FiMin = 180.001 degree; FiMax = 359.999 degree; sin(f)
